date,nav,spy
2020-01-02,10000.0,295.3917236328125
2020-01-03,10000.0,293.155029296875
2020-01-06,9987.939015821712,294.2733459472656
2020-01-07,9974.931259860898,293.44598388671875
2020-01-08,10041.2622635037,295.0098876953125
2020-01-09,10041.995191523154,297.0103454589844
2020-01-10,10046.241669751344,296.1555480957031
2020-01-13,10041.5518744184,298.1922912597656
2020-01-14,10125.371886760979,297.7376403808594
2020-01-15,10083.796637175337,298.4105224609375
2020-01-16,10091.175661547122,300.8927917480469
2020-01-17,10102.219347451804,301.8293151855469
2020-01-21,10059.034757292779,301.2383728027344
2020-01-22,10082.306313290444,301.27459716796875
2020-01-23,10072.924965162827,301.62017822265625
2020-01-24,9919.730962319758,298.9378356933594
2020-01-27,9850.401098417888,294.1461181640625
2020-01-28,9757.18168226682,297.22857666015625
2020-01-29,9601.950328378018,296.98297119140625
2020-01-30,9658.226612454699,297.94677734375
2020-01-31,9617.091724204362,292.5366516113281
2020-02-03,9632.554136815115,294.7098388671875
2020-02-04,9754.708944519414,299.2015686035156
2020-02-05,9732.569957037775,302.65673828125
2020-02-06,9757.74272440717,303.6752014160156
2020-02-07,9730.202973186797,302.0566711425781
2020-02-10,9720.43475410945,304.3116149902344
2020-02-11,9742.589366942744,304.8390197753906
2020-02-12,9738.577452425021,306.802978515625
2020-02-13,9700.68270471804,306.4757385253906
2020-02-14,9658.306370287453,306.9666748046875
2020-02-18,9628.393510579317,306.1756591796875
2020-02-19,9648.888712133543,307.639404296875
2020-02-20,9644.396838780656,306.37567138671875
2020-02-21,9599.903061957873,303.220458984375
2020-02-24,9354.496744175189,293.1640625
2020-02-25,9077.151429839392,284.2806396484375
2020-02-26,9080.85018837654,283.2349548339844
2020-02-27,8819.139777351002,270.5144348144531
2020-02-28,8708.786243085882,269.37786865234375
2020-03-02,8947.337271016258,281.0436096191406
2020-03-03,8730.241252438776,272.99658203125
2020-03-04,8932.654188344906,284.4715881347656
2020-03-05,8705.822859566153,275.01519775390625
2020-03-06,8593.500816849875,270.4689636230469
2020-03-09,7996.011327341406,249.34674072265625
2020-03-10,8195.664416742755,262.2491455078125
2020-03-11,7896.969160578075,249.46505737304688
2020-03-12,7364.844713917399,225.5968475341797
2020-03-13,7794.992008403937,244.88232421875
2020-03-16,7179.125757469624,218.08636474609375
2020-03-17,7445.041771732552,229.86129760742188
2020-03-18,7232.670264853613,218.22271728515625
2020-03-19,7095.3214922198185,218.68649291992188
2020-03-20,6785.008424452417,209.2623748779297
2020-03-23,6482.829207422666,203.91184997558594
2020-03-24,7033.495722865829,222.38697814941406
2020-03-25,7175.818205981245,225.71615600585938
2020-03-26,7484.16970198925,238.8957061767578
2020-03-27,7318.379642131485,231.77996826171875
2020-03-30,7480.434189850556,239.3071746826172
2020-03-31,7378.485482874999,235.74029541015625
2020-04-01,7052.738730436797,225.1308135986328
2020-04-02,7189.239068332355,230.3258056640625
2020-04-03,7087.529625221979,226.99658203125
2020-04-06,7458.09656461571,242.24310302734375
2020-04-07,7561.270051409874,242.49008178710938
2020-04-08,7791.002484746048,250.6300506591797
2020-04-09,7973.726492833263,254.444091796875
2020-04-13,8059.2656355097715,252.12086486816406
2020-04-14,8166.869190572717,259.5567321777344
2020-04-15,7987.5891767052635,254.04156494140625
2020-04-16,7928.032626560933,255.2672119140625
2020-04-17,8196.586584516117,262.16339111328125
2020-04-20,8119.047351244469,257.54449462890625
2020-04-21,7987.746132868253,249.72457885742188
2020-04-22,8004.382782625738,255.2672119140625
2020-04-23,8121.70653028729,255.24879455566406
2020-04-24,8151.405341193963,258.80670166015625
2020-04-27,8385.76044895888,262.5382385253906
2020-04-28,8475.128177069366,261.3310241699219
2020-04-29,8525.80314665416,268.1722412109375
2020-04-30,8444.197014352254,265.6753845214844
2020-05-01,8324.512557807278,258.6420593261719
2020-05-04,8282.422527608747,259.3554992675781
2020-05-05,8331.089711908544,261.7517395019531
2020-05-06,8220.341484645547,259.9774169921875
2020-05-07,8260.278297135366,263.11456298828125
2020-05-08,8438.931663003625,267.4679870605469
2020-05-11,8385.054610261455,267.52288818359375
2020-05-12,8269.42608682328,262.1907043457031
2020-05-13,8066.7146873760985,257.5535888671875
2020-05-14,8213.93599004634,260.6358337402344
2020-05-15,8162.777864914405,261.8340759277344
2020-05-18,8497.103456063653,269.8094482421875
2020-05-19,8414.549353773265,267.0381164550781
2020-05-20,8555.993768650447,271.57452392578125
2020-05-21,8590.578808555927,269.6996154785156
2020-05-22,8589.77571971535,270.2118225097656
2020-05-26,8783.376910847433,273.5409851074219
2020-05-27,8938.555404484496,277.61102294921875
2020-05-28,8824.587351689135,277.0988464355469
2020-05-29,8764.9371219247,278.33349609375
2020-06-01,8811.727344939856,279.45849609375
2020-06-02,8870.946891535827,281.7724914550781
2020-06-03,9014.157612660985,285.5223388671875
2020-06-04,9134.723077053513,284.7723388671875
2020-06-05,9290.745789197721,292.0709533691406
2020-06-08,9398.472219064994,295.60137939453125
2020-06-09,9280.223924512993,293.39715576171875
2020-06-10,9041.294760044355,291.7599792480469
2020-06-11,8436.421548844835,274.9403991699219
2020-06-12,8616.963292670462,278.23291015625
2020-06-15,8662.366593429047,280.8304443359375
